date,atrct
2018-08-17 00:00:00,8.866666666666667
2018-08-18 00:00:00,7.866666666666666
2018-08-19 00:00:00,9.466666666666667
2018-08-20 00:00:00,8.733333333333333
2018-08-21 00:00:00,8.833333333333334
2018-08-22 00:00:00,8.333333333333334
2018-08-23 00:00:00,7.933333333333334
2018-08-24 00:00:00,8.416666666666666
2018-08-25 00:00:00,8.833333333333334
2018-08-26 00:00:00,6.8
2018-08-27 00:00:00,6.866666666666666
2018-08-28 00:00:00,9.9
2018-08-29 00:00:00,9.866666666666667
2018-08-30 00:00:00,9.416666666666666
2018-08-31 00:00:00,8.316666666666666
2018-09-01 00:00:00,8.383333333333333
2018-09-02 00:00:00,8.85
2018-09-03 00:00:00,10.183333333333334
2018-09-04 00:00:00,11.433333333333334
2018-09-05 00:00:00,12.416666666666666
2018-09-06 00:00:00,9.433333333333334
2018-09-07 00:00:00,9
2018-09-08 00:00:00,7.816666666666666
2018-09-09 00:00:00,7.033333333333333
2018-09-10 00:00:00,9.083333333333334
2018-09-11 00:00:00,10.533333333333333
2018-09-12 00:00:00,6.466666666666667
2018-09-13 00:00:00,8.083333333333334
2018-09-14 00:00:00,10.333333333333334
2018-09-15 00:00:00,9.033333333333333
2018-09-16 00:00:00,8.216666666666667
2018-09-17 00:00:00,9.366666666666667
2018-09-18 00:00:00,9.466666666666667
2018-09-19 00:00:00,7.766666666666667
2018-09-20 00:00:00,8.4
2018-09-21 00:00:00,9.733333333333333
2018-09-22 00:00:00,8.516666666666667
2018-09-23 00:00:00,8.216666666666667
2018-09-24 00:00:00,7.833333333333333
2018-09-25 00:00:00,8.083333333333334
2018-09-26 00:00:00,10.683333333333334
2018-09-27 00:00:00,11
2018-09-28 00:00:00,8.316666666666666
2018-09-29 00:00:00,8.3
2018-09-30 00:00:00,8
2018-10-01 00:00:00,7.65
2018-10-02 00:00:00,11.683333333333334
2018-10-03 00:00:00,9.65
2018-10-04 00:00:00,8.883333333333333
2018-10-05 00:00:00,11.7
2018-10-06 00:00:00,10.083333333333334
2018-10-07 00:00:00,9.133333333333333
2018-10-08 00:00:00,10.033333333333333
2018-10-09 00:00:00,9.916666666666666
2018-10-10 00:00:00,9.35
2018-10-11 00:00:00,8.033333333333333
2018-10-12 00:00:00,10.916666666666666
2018-10-13 00:00:00,8.933333333333334
2018-10-14 00:00:00,11.333333333333334
2018-10-15 00:00:00,8.616666666666667
2018-10-16 00:00:00,10.683333333333334
2018-10-17 00:00:00,10.066666666666666
2018-10-18 00:00:00,9.75
2018-10-19 00:00:00,10.416666666666666
2018-10-20 00:00:00,8.483333333333333
2018-10-21 00:00:00,8.266666666666667
2018-10-22 00:00:00,8.933333333333334
2018-10-23 00:00:00,9.016666666666667
2018-10-24 00:00:00,13.316666666666666
2018-10-25 00:00:00,9.766666666666667
2018-10-26 00:00:00,10.45
2018-10-27 00:00:00,9.833333333333334
2018-10-28 00:00:00,9.633333333333333
2018-10-29 00:00:00,10.233333333333333
2018-10-30 00:00:00,9.1
2018-10-31 00:00:00,8.283333333333333
2018-11-01 00:00:00,9.7
2018-11-02 00:00:00,9.933333333333334
2018-11-03 00:00:00,7.65
2018-11-04 00:00:00,11.7
2018-11-05 00:00:00,10.15
2018-11-06 00:00:00,11.133333333333333
2018-11-07 00:00:00,11.583333333333334
2018-11-08 00:00:00,12.95
2018-11-09 00:00:00,10.833333333333334
2018-11-10 00:00:00,10.816666666666666
2018-11-11 00:00:00,7.65
2018-11-12 00:00:00,10.066666666666666
2018-11-13 00:00:00,12.016666666666667
2018-11-14 00:00:00,11.233333333333333
2018-11-15 00:00:00,12.95
2018-11-16 00:00:00,12.416666666666666
2018-11-17 00:00:00,8.416666666666666
2018-11-18 00:00:00,10.466666666666667
2018-11-19 00:00:00,9.483333333333333
2018-11-20 00:00:00,13.1
2018-11-21 00:00:00,15.933333333333334
2018-11-22 00:00:00,12.733333333333333
2018-11-23 00:00:00,12.366666666666667
2018-11-24 00:00:00,10.008333333333333
2018-11-25 00:00:00,10.183333333333334
2018-11-26 00:00:00,13.883333333333333
2018-11-27 00:00:00,9.9
2018-11-28 00:00:00,12.966666666666667
2018-11-29 00:00:00,14.6
2018-11-30 00:00:00,15.8
2018-12-01 00:00:00,11.866666666666667
2018-12-02 00:00:00,9.883333333333333
2018-12-03 00:00:00,11.15
2018-12-04 00:00:00,9.8
2018-12-05 00:00:00,9.3
2018-12-06 00:00:00,10.233333333333333
2018-12-07 00:00:00,12.3
2018-12-08 00:00:00,9.633333333333333
2018-12-09 00:00:00,9.166666666666666
2018-12-10 00:00:00,10.566666666666666
2018-12-11 00:00:00,10.1
2018-12-12 00:00:00,11.333333333333334
2018-12-13 00:00:00,9.75
2018-12-14 00:00:00,8.25
2018-12-15 00:00:00,7.8
2018-12-16 00:00:00,10.266666666666667
2018-12-17 00:00:00,7.633333333333334
2018-12-18 00:00:00,11.033333333333333
2018-12-19 00:00:00,8.916666666666666
2018-12-20 00:00:00,9.1
2018-12-21 00:00:00,8.716666666666667
2018-12-22 00:00:00,6.566666666666666
2018-12-23 00:00:00,7.1
2018-12-24 00:00:00,8.116666666666667
2018-12-25 00:00:00,7.833333333333333
2018-12-26 00:00:00,7.566666666666666
2018-12-27 00:00:00,6.833333333333333
2018-12-28 00:00:00,6.833333333333333
2018-12-29 00:00:00,9.283333333333333
2018-12-30 00:00:00,6.016666666666667
2018-12-31 00:00:00,7.583333333333333
2019-01-01 00:00:00,6.733333333333333
2019-01-02 00:00:00,8.7
2019-01-03 00:00:00,7.9
2019-01-04 00:00:00,8.833333333333334
2019-01-05 00:00:00,6.333333333333333
2019-01-06 00:00:00,9.25
2019-01-07 00:00:00,9.233333333333333
2019-01-08 00:00:00,7.066666666666666
2019-01-09 00:00:00,7.3
2019-01-10 00:00:00,8.2
2019-01-11 00:00:00,8.566666666666666
2019-01-12 00:00:00,8.133333333333333
2019-01-13 00:00:00,9.416666666666666
2019-01-14 00:00:00,7.666666666666667
2019-01-15 00:00:00,10.233333333333333
2019-01-16 00:00:00,10.116666666666667
2019-01-17 00:00:00,9.766666666666667
2019-01-18 00:00:00,9.4
2019-01-19 00:00:00,8.666666666666666
2019-01-20 00:00:00,7.233333333333333
2019-01-21 00:00:00,7.516666666666667
2019-01-22 00:00:00,9.7
2019-01-23 00:00:00,8
2019-01-24 00:00:00,8.633333333333333
